COMUNE PROVENIENZA,STATO PROVENIENZA,PR PROVENIENZA,DATA
,ROMANIA,,2019-01-09
SANNICANDRO DI BARI,ITALIA,BA,2011-02-04
,MOLDOVA,,2016-12-09
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-25
MUSILE DI PIAVE,ITALIA,VE,2018-09-26
FOGLIZZO,ITALIA,TO,2017-03-08
MUSILE DI PIAVE,ITALIA,VE,2020-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-10
,BANGLADESH,,2008-10-13
JESOLO,ITALIA,VE,2017-04-08
,ALBANIA,,2004-05-13
,ALBANIA,,2003-10-25
JESOLO,ITALIA,VE,2017-04-08
JESOLO,ITALIA,VE,2017-04-08
SAN DONÀ DI PIAVE,ITALIA,VE,2005-04-09
,ALBANIA,,2005-01-26
TERMINI IMERESE,ITALIA,PA,2005-01-13
MUSILE DI PIAVE,ITALIA,VE,2011-08-05
GROTTAGLIE,ITALIA,TA,2013-02-09
GROTTAGLIE,ITALIA,TA,2013-02-09
PESCHIERA BORROMEO,ITALIA,MI,2003-09-06
SAN DONÀ DI PIAVE,ITALIA,VE,2012-12-16
MUSILE DI PIAVE,ITALIA,VE,2008-12-06
MUSILE DI PIAVE,ITALIA,VE,2009-04-22
TORINO,ITALIA,TO,2017-06-12
MUSILE DI PIAVE,ITALIA,VE,2008-12-06
SAN STINO DI LIVENZA,ITALIA,VE,2018-02-16
CATANIA,ITALIA,CT,2019-05-10
VALGUARNERA CAROPEPE,ITALIA,EN,2017-01-17
DONORI,ITALIA,CA,2004-06-21
SAN FERDINANDO DI PUGLIA,ITALIA,BT,2020-08-28
SAN DONÀ DI PIAVE,ITALIA,VE,2015-04-07
SAN DONÀ DI PIAVE,ITALIA,VE,2006-11-29
MIRANO,ITALIA,VE,2006-04-28
MIRANO,ITALIA,VE,2006-04-28
CEGGIA,ITALIA,VE,2010-01-08
CEGGIA,ITALIA,VE,2010-01-08
PALAU,ITALIA,SS,2020-04-30
ERACLEA,ITALIA,VE,2011-09-08
ERACLEA,ITALIA,VE,2013-10-29
,COLOMBIA,,2010-11-05
,COLOMBIA,,2020-08-24
MEOLO,ITALIA,VE,2008-06-30
ALTAVILLA SILENTINA,ITALIA,SA,2019-11-23
SAN DONÀ DI PIAVE,ITALIA,VE,2005-10-07
,ALBANIA,,2005-04-09
SANTO STINO DI LIVENZA,ITALIA,VE,2005-04-09
,ALBANIA,,2008-08-04
,ALBANIA,,2008-08-04
SAN DONÀ DI PIAVE,ITALIA,VE,2011-02-21
,ALBANIA,,2008-11-24
,ALBANIA,,2008-11-24
,ALBANIA,,2008-11-24
,ALBANIA,,2003-07-02
CAVALLINO-TREPORTI,ITALIA,VE,2019-03-13
TREVISO,ITALIA,TV,2007-01-25
SAN DONÀ DI PIAVE,ITALIA,VE,2015-11-12
TREVISO,ITALIA,TV,2007-01-25
ODERZO,ITALIA,TV,2016-09-01
CAMPONOGARA,ITALIA,VE,2012-11-30
BOVISIO-MASCIAGO,ITALIA,MB,2013-06-29
SAN DONÀ DI PIAVE,ITALIA,VE,2002-04-12
BOLOGNA,ITALIA,BO,2004-12-13
SAN DONÀ DI PIAVE,ITALIA,VE,2016-07-03
VENEZIA,ITALIA,VE,2008-11-12
ALESSANO,ITALIA,LE,2018-12-07
MIRA,ITALIA,VE,2001-11-03
MIRA,ITALIA,VE,2003-04-02
SAN DONÀ DI PIAVE,ITALIA,VE,2011-08-26
CAVALLINO-TREPORTI,ITALIA,VE,2006-08-30
CAVALLINO-TREPORTI,ITALIA,VE,2006-08-30
,ROMANIA,,2008-08-09
CAVALLINO-TREPORTI,ITALIA,VE,2006-08-30
NOVENTA DI PIAVE,ITALIA,VE,2016-09-30
FOSSALTA DI PIAVE,ITALIA,VE,2015-04-28
SAN DONÀ DI PIAVE,ITALIA,VE,2000-11-04
POGGIOMARINO,ITALIA,NA,2007-07-16
POGGIOMARINO,ITALIA,NA,2020-05-11
CAVALLINO-TREPORTI,ITALIA,VE,2013-04-10
NOVENTA DI PIAVE,ITALIA,VE,2020-09-01
SAN DONÀ DI PIAVE,ITALIA,VE,2011-12-12
SAN DONÀ DI PIAVE,ITALIA,VE,2007-06-23
MARTELLAGO,ITALIA,VE,2011-10-11
MARTELLAGO,ITALIA,VE,2011-10-11
MARTELLAGO,ITALIA,VE,2011-10-11
MARTELLAGO,ITALIA,VE,2011-10-11
JESOLO,ITALIA,VE,2012-10-10
,JUGOSLAVIA,,2000-07-21
,JUGOSLAVIA,,2000-07-21
,JUGOSLAVIA,,2000-07-21
VENEZIA,ITALIA,VE,2016-10-19
REGGIO DI CALABRIA,ITALIA,RC,2018-12-20
,ROMANIA,,2020-02-15
SAN DONÀ DI PIAVE,ITALIA,VE,2017-07-08
TORRE DI MOSTO,ITALIA,VE,2019-08-02
SANTO STINO DI LIVENZA,ITALIA,VE,2011-01-27
SAN DONÀ DI PIAVE,ITALIA,VE,2015-08-26
MARCON,ITALIA,VE,2006-07-22
CESSALTO,ITALIA,TV,2013-06-17
,FRANCIA,,2018-07-14
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-25
MUSILE DI PIAVE,ITALIA,VE,2009-02-16
,NIGERIA,,2014-07-25
,ROMANIA,,2003-05-20
TORINO,ITALIA,TO,2007-03-31
SAN DONÀ DI PIAVE,ITALIA,VE,2010-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2013-11-12
,IRAN,,2020-03-10
MUSILE DI PIAVE,ITALIA,VE,2009-11-05
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-18
TERNI,ITALIA,TR,2008-01-03
POMPEI,ITALIA,NA,2015-08-05
SAN DONÀ DI PIAVE,ITALIA,VE,2015-07-06
NOVENTA DI PIAVE,ITALIA,VE,2004-02-28
,ALBANIA,,2019-02-15
RIMINI,ITALIA,RN,2018-09-18
CAGLIARI,ITALIA,CA,2019-07-05
SAN DONÀ DI PIAVE,ITALIA,VE,2017-11-03
,MAROCCO,,2008-11-12
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-04
,MAROCCO,,2011-04-04
ERCOLANO,ITALIA,NA,2019-12-27
JESOLO,ITALIA,VE,2008-05-07
JESOLO,ITALIA,VE,2008-05-07
SAN DONÀ DI PIAVE,ITALIA,VE,2001-01-10
,ROMANIA,,2012-05-05
ERACLEA,ITALIA,VE,2010-07-06
,MAROCCO,,2014-08-29
,MAROCCO,,2020-01-03
MUSILE DI PIAVE,ITALIA,VE,2017-01-04
MUSILE DI PIAVE,ITALIA,VE,2017-01-04
MUSILE DI PIAVE,ITALIA,VE,2017-01-04
MUSILE DI PIAVE,ITALIA,VE,2017-01-04
,EGITTO,,2017-08-10
MILANO,ITALIA,MI,2016-07-16
,EGITTO,,2017-08-10
,EGITTO,,2017-08-10
,GERMANIA,,2017-01-04
SETTIMO SAN PIETRO,ITALIA,CA,2003-01-07
SETTIMO SAN PIETRO,ITALIA,CA,2003-01-07
POGGIO IMPERIALE,ITALIA,FG,2016-12-28
PADOVA,ITALIA,PD,2020-11-05
SAN DONÀ DI PIAVE,ITALIA,VE,2007-02-25
SAN DONÀ DI PIAVE,ITALIA,VE,2020-06-10
MUSILE DI PIAVE,ITALIA,VE,2015-09-19
MUSILE DI PIAVE,ITALIA,VE,2020-09-24
MUSILE DI PIAVE,ITALIA,VE,2002-01-05
FOSSALTA DI PIAVE,ITALIA,VE,2016-04-08
MUSILE DI PIAVE,ITALIA,VE,2002-01-05
,MACEDONIA DEL NORD,,2015-07-04
,ALBANIA,,2018-04-23
,ALBANIA,,2018-04-23
,ALBANIA,,2018-04-23
SAN DONÀ DI PIAVE,ITALIA,VE,2018-02-28
TORRE DI MOSTO,ITALIA,VE,2020-05-02
CAVALLINO-TREPORTI,ITALIA,VE,2016-12-22
CEGGIA,ITALIA,VE,2013-06-11
ANCONA,ITALIA,AN,2017-06-20
NOVENTA DI PIAVE,ITALIA,VE,2017-02-24
,MACEDONIA DEL NORD,,2019-07-26
NOVENTA DI PIAVE,ITALIA,VE,2005-07-01
QUARTO D'ALTINO,ITALIA,VE,2016-08-18
NOVENTA DI PIAVE,ITALIA,VE,2005-07-01
QUARTO D'ALTINO,ITALIA,VE,2016-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2008-05-09
ODERZO,ITALIA,TV,2005-04-26
MUSILE DI PIAVE,ITALIA,VE,2006-09-21
,MOLDOVA,,2009-07-01
,MOLDOVA,,2008-01-26
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-15
,MOLDOVA,,2009-08-03
,UNGHERIA,,2018-11-26
,ROMANIA,,2019-06-10
,MOLDOVA,,2008-06-09
,MOLDOVA,,2007-06-15
SAN DONÀ DI PIAVE,ITALIA,VE,2020-10-08
,MOLDOVA,,2014-05-14
,MOLDOVA,,2018-10-10
SAN DONÀ DI PIAVE,ITALIA,VE,2010-05-23
,COLOMBIA,,2001-10-13
MUSILE DI PIAVE,ITALIA,VE,2013-12-23
SAN DONÀ DI PIAVE,ITALIA,VE,2018-05-02
CEGGIA,ITALIA,VE,2016-10-07
SAN DONÀ DI PIAVE,ITALIA,VE,2012-05-16
,ALBANIA,,2012-02-03
SAN DONÀ DI PIAVE,ITALIA,VE,2016-06-10
NOVAFELTRIA,ITALIA,PU,2006-02-16
SAN DONÀ DI PIAVE,ITALIA,VE,2018-08-07
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-30
VENEZIA,ITALIA,VE,2019-10-04
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-15
CEGGIA,ITALIA,VE,2014-03-17
SAN DONÀ DI PIAVE,ITALIA,VE,2015-03-09
CEGGIA,ITALIA,VE,2015-03-14
SAN DONÀ DI PIAVE,ITALIA,VE,2016-09-24
,SENEGAL,,2016-07-05
CAORLE,ITALIA,VE,2013-10-12
CAORLE,ITALIA,VE,2013-10-12
CAORLE,ITALIA,VE,2013-10-12
CAORLE,ITALIA,VE,2013-10-12
CAORLE,ITALIA,VE,2013-10-12
SAN DONÀ DI PIAVE,ITALIA,VE,2001-09-10
MUSILE DI PIAVE,ITALIA,VE,2003-08-09
ERACLEA,ITALIA,VE,2019-03-19
ERACLEA,ITALIA,VE,2019-10-14
MUSILE DI PIAVE,ITALIA,VE,2007-06-05
ERACLEA,ITALIA,VE,2018-08-23
PAESE,ITALIA,TV,2001-03-06
ERACLEA,ITALIA,VE,2002-09-26
PORCIA,ITALIA,PN,2005-01-22
ERACLEA,ITALIA,VE,2019-03-19
ERACLEA,ITALIA,VE,2019-03-20
SAN DONÀ DI PIAVE,ITALIA,VE,2006-05-31
SAN DONÀ DI PIAVE,ITALIA,VE,2004-03-17
SAN DONÀ DI PIAVE,ITALIA,VE,2016-06-16
ERACLEA,ITALIA,VE,2006-10-30
ERACLEA,ITALIA,VE,2009-01-07
ERACLEA,ITALIA,VE,2019-08-13
ERACLEA,ITALIA,VE,2008-01-23
MUSILE DI PIAVE,ITALIA,VE,2020-07-23
SAN DONÀ DI PIAVE,ITALIA,VE,2004-01-30
ERACLEA,ITALIA,VE,2011-11-26
ERACLEA,ITALIA,VE,2019-10-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-12-07
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-21
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-21
,FRANCIA,,2016-10-18
FOSSALTA DI PIAVE,ITALIA,VE,2017-08-01
ROMA,ITALIA,RM,2017-09-16
SAN DONÀ DI PIAVE,ITALIA,VE,2015-08-08
CHIOGGIA,ITALIA,VE,2020-06-24
SALGAREDA,ITALIA,TV,2019-08-26
SAN DONÀ DI PIAVE,ITALIA,VE,2013-05-28
PRAVISDOMINI,ITALIA,PN,2020-11-11
SAN DONÀ DI PIAVE,ITALIA,VE,2018-01-07
SAN BIAGIO DI CALLALTA,ITALIA,TV,2016-02-05
CAVALLINO-TREPORTI,ITALIA,VE,2010-11-30
NOVENTA DI PIAVE,ITALIA,VE,2017-05-31
VENEZIA,ITALIA,VE,2018-07-24
SAN DONÀ DI PIAVE,ITALIA,VE,2017-12-21
,MAROCCO,,2020-01-11
SAN DONÀ DI PIAVE,ITALIA,VE,2008-07-07
SAN DONÀ DI PIAVE,ITALIA,VE,2006-03-10
NOVENTA DI PIAVE,ITALIA,VE,2018-05-02
SAN DONÀ DI PIAVE,ITALIA,VE,2018-09-21
,ROMANIA,,2007-05-14
CEGGIA,ITALIA,VE,2010-11-24
PALERMO,ITALIA,PA,2008-02-26
MUSILE DI PIAVE,ITALIA,VE,2016-03-11
VILLIMPENTA,ITALIA,MN,2009-07-01
CEGGIA,ITALIA,VE,2012-12-28
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-16
VILLIMPENTA,ITALIA,MN,2009-07-01
PORTOGRUARO,ITALIA,VE,2007-10-02
VILLIMPENTA,ITALIA,MN,2009-07-01
VILLIMPENTA,ITALIA,MN,2009-07-01
SAN DONÀ DI PIAVE,ITALIA,VE,2014-05-30
MUSILE DI PIAVE,ITALIA,VE,2013-12-23
MUSILE DI PIAVE,ITALIA,VE,2015-04-29
MUSILE DI PIAVE,ITALIA,VE,2013-12-23
SAN DONÀ DI PIAVE,ITALIA,VE,2017-04-18
MILANO,ITALIA,MI,2000-05-24
SAN DONÀ DI PIAVE,ITALIA,VE,2008-07-19
,ROMANIA,,2006-09-22
,ROMANIA,,2004-09-15
SAN DONÀ DI PIAVE,ITALIA,VE,2010-12-24
BAGNARA CALABRA,ITALIA,RC,2019-08-14
MUSILE DI PIAVE,ITALIA,VE,2003-11-18
SAN DONÀ DI PIAVE,ITALIA,VE,2004-02-03
SANTO STINO DI LIVENZA,ITALIA,VE,2003-03-07
,JUGOSLAVIA,,2006-11-13
LENDINARA,ITALIA,RO,2011-06-20
AQUINO,ITALIA,FR,2020-07-22
AQUINO,ITALIA,FR,2020-07-22
AQUINO,ITALIA,FR,2020-07-22
MUSILE DI PIAVE,ITALIA,VE,2018-05-03
ERACLEA,ITALIA,VE,2000-01-11
MUSILE DI PIAVE,ITALIA,VE,2005-10-18
SAN DONÀ DI PIAVE,ITALIA,VE,2006-07-10
MUSILE DI PIAVE,ITALIA,VE,2016-03-26
MARENO DI PIAVE,ITALIA,TV,2020-11-09
NOVENTA DI PIAVE,ITALIA,VE,2013-01-15
NOVENTA DI PIAVE,ITALIA,VE,2000-08-30
ERACLEA,ITALIA,VE,2001-08-01
JESOLO,ITALIA,VE,2017-03-04
NOVENTA DI PIAVE,ITALIA,VE,2015-02-11
JESOLO,ITALIA,VE,2007-12-11
UDINE,ITALIA,UD,2014-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2005-07-18
SAN DONÀ DI PIAVE,ITALIA,VE,2003-04-24
,STATI UNITI D'AMERICA,,2002-06-10
CAVALLINO-TREPORTI,ITALIA,VE,2016-08-03
NOVENTA DI PIAVE,ITALIA,VE,2020-10-06
NOVENTA DI PIAVE,ITALIA,VE,2012-07-12
NOVENTA DI PIAVE,ITALIA,VE,2016-12-05
,FRANCIA,,2007-11-14
NOVENTA DI PIAVE,ITALIA,VE,2012-07-12
JESOLO,ITALIA,VE,2019-05-04
JESOLO,ITALIA,VE,2019-05-04
SAN DONÀ DI PIAVE,ITALIA,VE,2019-05-13
JESOLO,ITALIA,VE,2019-05-04
ERACLEA,ITALIA,VE,2001-10-11
VILLA DI BRIANO,ITALIA,CE,2007-07-27
ERACLEA,ITALIA,VE,2001-10-11
SAN DONÀ DI PIAVE,ITALIA,VE,2003-01-23
VILLA DI BRIANO,ITALIA,CE,2007-07-23
VILLA DI BRIANO,ITALIA,CE,2007-07-28
,ALBANIA,,2008-05-02
VILLA DI BRIANO,ITALIA,CE,2007-07-23
,ALBANIA,,2018-01-29
,ALBANIA,,2018-01-29
,ALBANIA,,2018-01-29
,ALBANIA,,2018-01-29
,MACEDONIA DEL NORD,,2013-01-19
SANTO STINO DI LIVENZA,ITALIA,VE,2010-07-03
,AUSTRALIA,,2001-08-24
MUSILE DI PIAVE,ITALIA,VE,2014-09-05
TORREVECCHIA TEATINA,ITALIA,CH,2018-11-10
,ROMANIA,,2001-05-23
,MOLDOVA,,2013-10-29
CEGGIA,ITALIA,VE,2007-10-04
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-11
CEGGIA,ITALIA,VE,2007-10-04
CEGGIA,ITALIA,VE,2007-10-04
CEGGIA,ITALIA,VE,2007-10-04
CEGGIA,ITALIA,VE,2007-10-04
SAN DONÀ DI PIAVE,ITALIA,VE,2018-04-26
NOVENTA DI PIAVE,ITALIA,VE,2015-04-30
TORRE DI MOSTO,ITALIA,VE,2016-06-25
,ROMANIA,,2003-03-21
NOVENTA DI PIAVE,ITALIA,VE,2018-07-19
MONTEMILETTO,ITALIA,AV,2017-09-26
MUSILE DI PIAVE,ITALIA,VE,2011-02-23
MUSILE DI PIAVE,ITALIA,VE,2006-02-18
MUSILE DI PIAVE,ITALIA,VE,2006-02-18
MUSILE DI PIAVE,ITALIA,VE,2006-02-18
VENEZIA,ITALIA,VE,2016-01-26
MEOLO,ITALIA,VE,2013-10-02
SAN DONÀ DI PIAVE,ITALIA,VE,2013-12-28
MOGLIANO VENETO,ITALIA,TV,2010-11-23
MUSILE DI PIAVE,ITALIA,VE,2019-06-14
MUSILE DI PIAVE,ITALIA,VE,2019-06-14
SAN DONÀ DI PIAVE,ITALIA,VE,2007-04-02
CASTELFRANCO VENETO,ITALIA,TV,2000-04-04
MUSILE DI PIAVE,ITALIA,VE,2016-10-10
NOALE,ITALIA,VE,2005-06-14
SAN DONÀ DI PIAVE,ITALIA,VE,2013-09-17
SAN DONÀ DI PIAVE,ITALIA,VE,2017-01-26
SAN DONÀ DI PIAVE,ITALIA,VE,2011-05-25
SAN DONÀ DI PIAVE,ITALIA,VE,2005-03-06
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-28
SAN MICHELE AL TAGLIAMENTO,ITALIA,VE,2020-10-08
JESOLO,ITALIA,VE,2019-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2001-06-24
CORLEONE,ITALIA,PA,2000-11-09
NOVENTA DI PIAVE,ITALIA,VE,2010-10-07
NOVENTA DI PIAVE,ITALIA,VE,2009-03-20
SAN DONÀ DI PIAVE,ITALIA,VE,2016-11-19
FOSSALTA DI PIAVE,ITALIA,VE,2015-08-11
ERACLEA,ITALIA,VE,2015-05-20
ERACLEA,ITALIA,VE,2019-09-02
ERACLEA,ITALIA,VE,2012-02-25
SAN DONÀ DI PIAVE,ITALIA,VE,2018-03-21
FOSSALTA DI PIAVE,ITALIA,VE,2015-08-11
ERACLEA,ITALIA,VE,2007-01-17
ERACLEA,ITALIA,VE,2007-11-26
NOVENTA DI PIAVE,ITALIA,VE,2015-04-11
RONCADE,ITALIA,TV,2018-07-07
ERACLEA,ITALIA,VE,2008-05-03
CEGGIA,ITALIA,VE,2003-11-28
SAN DONÀ DI PIAVE,ITALIA,VE,2010-03-28
MUSILE DI PIAVE,ITALIA,VE,2000-03-21
ERACLEA,ITALIA,VE,2005-08-13
PREGANZIOL,ITALIA,TV,2015-12-07
NOVENTA DI PIAVE,ITALIA,VE,2008-06-07
SAN DONÀ DI PIAVE,ITALIA,VE,2007-12-24
SAN DONÀ DI PIAVE,ITALIA,VE,2014-03-21
SAN DONÀ DI PIAVE,ITALIA,VE,2018-09-09
NOVENTA DI PIAVE,ITALIA,VE,2007-11-10
ERACLEA,ITALIA,VE,2012-01-31
ERACLEA,ITALIA,VE,2007-12-27
ERACLEA,ITALIA,VE,2006-05-26
MUSILE DI PIAVE,ITALIA,VE,2016-02-08
SAN DONÀ DI PIAVE,ITALIA,VE,2007-04-06
SAN DONÀ DI PIAVE,ITALIA,VE,2013-02-20
MUSILE DI PIAVE,ITALIA,VE,2005-11-21
SAN DONÀ DI PIAVE,ITALIA,VE,2019-06-07
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-21
TREVISO,ITALIA,TV,2006-07-08
JESOLO,ITALIA,VE,2019-11-06
SAN DONÀ DI PIAVE,ITALIA,VE,2010-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2008-03-11
SAN DONÀ DI PIAVE,ITALIA,VE,2014-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2019-09-16
ERACLEA,ITALIA,VE,2009-01-09
ERACLEA,ITALIA,VE,2014-04-23
JESOLO,ITALIA,VE,2001-09-20
SAN DONÀ DI PIAVE,ITALIA,VE,2015-09-21
ERACLEA,ITALIA,VE,2012-07-12
ERACLEA,ITALIA,VE,2010-07-06
ERACLEA,ITALIA,VE,2004-03-23
NOVENTA DI PIAVE,ITALIA,VE,2003-09-30
SANNICANDRO DI BARI,ITALIA,BA,2011-02-04
NOVENTA DI PIAVE,ITALIA,VE,2017-05-08
SANNICANDRO DI BARI,ITALIA,BA,2000-08-01
TREVISO,ITALIA,TV,2018-05-30
,SVIZZERA,,2001-01-25
RIO DI PUSTERIA,ITALIA,BZ,2016-07-04
VIMERCATE,ITALIA,MI,2009-01-31
SAN DONÀ DI PIAVE,ITALIA,VE,2010-09-24
JESOLO,ITALIA,VE,2011-02-08
SAN DONÀ DI PIAVE,ITALIA,VE,2002-03-09
JESOLO,ITALIA,VE,2018-06-07
ERACLEA,ITALIA,VE,2007-04-24
SAN DONÀ DI PIAVE,ITALIA,VE,2006-12-19
SAN DONÀ DI PIAVE,ITALIA,VE,2007-09-15
SAN DONÀ DI PIAVE,ITALIA,VE,2017-06-13
SAN DONÀ DI PIAVE,ITALIA,VE,2017-09-25
CHIOGGIA,ITALIA,VE,2020-03-25
SAN DONÀ DI PIAVE,ITALIA,VE,2005-09-05
SAN DONÀ DI PIAVE,ITALIA,VE,2003-09-24
MIANE,ITALIA,TV,2006-10-12
MONSELICE,ITALIA,PD,2000-02-01
CAVALLINO-TREPORTI,ITALIA,VE,2002-10-15
MIANE,ITALIA,TV,2006-10-12
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-25
JESOLO,ITALIA,VE,2013-05-10
SAN DONÀ DI PIAVE,ITALIA,VE,2000-12-22
JESOLO,ITALIA,VE,2016-12-12
ROVIGO,ITALIA,RO,2017-12-05
SAN DONÀ DI PIAVE,ITALIA,VE,2012-05-15
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-10
SAN DONÀ DI PIAVE,ITALIA,VE,2014-04-28
FARRA DI SOLIGO,ITALIA,TV,2014-02-24
JESOLO,ITALIA,VE,2001-02-27
SAN DONÀ DI PIAVE,ITALIA,VE,2001-12-14
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-15
SAN DONÀ DI PIAVE,ITALIA,VE,2005-06-02
TORRE DI MOSTO,ITALIA,VE,2002-10-29
VENEZIA,ITALIA,VE,2018-02-19
JESOLO,ITALIA,VE,2001-06-25
NAPOLI,ITALIA,NA,2009-01-28
NAPOLI,ITALIA,NA,2007-10-01
SAN DONÀ DI PIAVE,ITALIA,VE,2007-08-06
FERRARA,ITALIA,FE,2002-07-31
SAN DONÀ DI PIAVE,ITALIA,VE,2015-03-21
SAN DONÀ DI PIAVE,ITALIA,VE,2007-05-12
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-15
VENEZIA,ITALIA,VE,2001-11-09
ALPAGO,ITALIA,BL,2018-07-31
CEGGIA,ITALIA,VE,2012-06-06
ERACLEA,ITALIA,VE,2002-05-27
,REPUBBLICA POPOLARE CINESE,,2000-12-27
,ROMANIA,,2014-01-21
,MOLDOVA,,2014-05-10
,MOLDOVA,,2017-10-03
,ROMANIA,,2009-01-12
JESOLO,ITALIA,VE,2005-04-22
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-15
JESOLO,ITALIA,VE,2005-04-22
MUSILE DI PIAVE,ITALIA,VE,2019-09-18
MUSILE DI PIAVE,ITALIA,VE,2019-09-18
MUSILE DI PIAVE,ITALIA,VE,2019-09-18
ANNONE VENETO,ITALIA,VE,2020-08-11
ANNONE VENETO,ITALIA,VE,2020-08-11
ANNONE VENETO,ITALIA,VE,2020-08-11
PALMA CAMPANIA,ITALIA,NA,2020-04-23
MEOLO,ITALIA,VE,2020-04-23
MEOLO,ITALIA,VE,2020-04-23
SAN DONÀ DI PIAVE,ITALIA,VE,2007-06-30
BENEVENTO,ITALIA,BN,2001-07-24
SAN MICHELE AL TAGLIAMENTO,ITALIA,VE,2018-07-04
CROTONE,ITALIA,KR,2020-02-19
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-29
MUSILE DI PIAVE,ITALIA,VE,2010-02-09
SAN DONÀ DI PIAVE,ITALIA,VE,2007-06-12
,GERMANIA,,2017-05-05
CAORLE,ITALIA,VE,2009-10-12
ERACLEA,ITALIA,VE,2001-11-14
PADOVA,ITALIA,PD,2010-07-23
SAN DONÀ DI PIAVE,ITALIA,VE,2006-03-06
,GERMANIA,,2017-05-05
FIRENZE,ITALIA,FI,2019-12-16
MUSILE DI PIAVE,ITALIA,VE,2009-11-24
SAN DONÀ DI PIAVE,ITALIA,VE,2016-02-20
SAN DONÀ DI PIAVE,ITALIA,VE,2020-01-20
MUSILE DI PIAVE,ITALIA,VE,2019-11-22
MUSILE DI PIAVE,ITALIA,VE,2005-04-29
MUSILE DI PIAVE,ITALIA,VE,2014-02-07
JESOLO,ITALIA,VE,2017-11-03
JESOLO,ITALIA,VE,2020-04-21
,MOLDOVA,,2010-09-03
,MOLDOVA,,2003-04-01
CEGGIA,ITALIA,VE,2011-09-29
NOVENTA DI PIAVE,ITALIA,VE,2019-06-04
SAN DONÀ DI PIAVE,ITALIA,VE,2008-12-11
SALGAREDA,ITALIA,TV,2019-12-02
SAN DONÀ DI PIAVE,ITALIA,VE,2013-04-19
CAVALLINO-TREPORTI,ITALIA,VE,2016-12-22
CAVALLINO-TREPORTI,ITALIA,VE,2016-05-02
MUSILE DI PIAVE,ITALIA,VE,2016-06-08
SAN DONÀ DI PIAVE,ITALIA,VE,2017-08-31
FABRIANO,ITALIA,AN,2020-09-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-28
VENEZIA,ITALIA,VE,2004-12-04
FABRIANO,ITALIA,AN,2018-06-22
SAN DONÀ DI PIAVE,ITALIA,VE,2001-01-27
SAN DONÀ DI PIAVE,ITALIA,VE,2005-09-11
SAN DONÀ DI PIAVE,ITALIA,VE,2007-03-15
MUSILE DI PIAVE,ITALIA,VE,2002-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-27
SAN DONÀ DI PIAVE,ITALIA,VE,2000-12-21
JESOLO,ITALIA,VE,2019-02-23
SAN DONÀ DI PIAVE,ITALIA,VE,2007-08-13
SAN DONÀ DI PIAVE,ITALIA,VE,2013-05-15
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-03
NOVENTA DI PIAVE,ITALIA,VE,2012-11-16
SAN DONÀ DI PIAVE,ITALIA,VE,2009-06-16
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-24
MUSILE DI PIAVE,ITALIA,VE,2007-11-23
MUSILE DI PIAVE,ITALIA,VE,2001-12-15
NOVENTA DI PIAVE,ITALIA,VE,2002-09-19
SAN DONÀ DI PIAVE,ITALIA,VE,2008-08-31
SAN DONÀ DI PIAVE,ITALIA,VE,2000-07-11
MEDUNA DI LIVENZA,ITALIA,TV,2020-11-11
MEDUNA DI LIVENZA,ITALIA,TV,2015-04-18
SAN DONÀ DI PIAVE,ITALIA,VE,2004-07-13
SAN DONÀ DI PIAVE,ITALIA,VE,2004-06-16
PATERNOPOLI,ITALIA,AV,2019-04-17
CEGGIA,ITALIA,VE,2016-02-29
SAN DONÀ DI PIAVE,ITALIA,VE,2000-11-24
SAN GIORGIO DI NOGARO,ITALIA,UD,2014-12-17
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-24
